Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"S Hanada, E Yamamoto","A gynandromorph of the stonefly Amphinemura zonata (Okamoto, 1922)(Plecoptera: Nemouridae) from Japan.",2023,"Zootaxa","europepmc.org","https://europepmc.org/article/med/38221127","https://scholar.google.com/scholar?cites=7170067189439937469&as_sdt=2005&sciodt=0,5&hl=en",48,"2026-04-12 17:51:05","","","",,,,,,1,0.33,1,2,3,"A gynandromorph of Amphinemura zonata (Okamoto, 1922) collected from Matsubara-izumi Pond in Japan is described and illustrated as the first report in the genus. The specimen …","","https://scholar.google.com/scholar?q=related:vTtAwh4ygWMJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
0,"KRS Hale, JD Curlis, GG Auteri, S Bishop…","A highly resolved multiplex network reveals the structural role of insects and plants in terrestrial food webs",2023,"…","storage.prod.researchhub.com","https://storage.prod.researchhub.com/uploads/papers/2023/10/11/2023.10.05.560934.full.pdf","",831,"2026-04-12 17:51:05","PDF","","",,,,,,0,0.00,0,5,3,"… Plecoptera (stoneflies, 2 319 species), Mecoptera (scorpionflies, 4 species), and Zygentoma (silverfish, 1 species). Some of 320 these do not feed in aboveground terrestrial habits (or at …","https://storage.prod.researchhub.com/uploads/papers/2023/10/11/2023.10.05.560934.full.pdf","https://scholar.google.com/scholar?q=related:p2-UnkLEwQcJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
2,"WD Bovill, BJ Downes, NR Bond, P Reich, R Coleman…","A large-scale field experiment across six rivers illustrates how the effects of resource enrichment are context dependent",2023,"Oecologia","Springer","https://link.springer.com/article/10.1007/s00442-023-05368-z","https://scholar.google.com/scholar?cites=4041445133773962908&as_sdt=2005&sciodt=0,5&hl=en",731,"2026-04-12 17:51:05","HTML","10.1007/s00442-023-05368-z","",,,,,,2,0.67,0,6,3,"… Some common taxa appeared at manipulation sites only after treatment (eg several stoneflies and beetles), with Hughes Ck having the highest number of such new colonists. A few …","https://link.springer.com/article/10.1007/s00442-023-05368-z","https://scholar.google.com/scholar?q=related:nP7Tye8YFjgJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
1,"A Marino, F Mina, D Ricaldone, F Bona, I Conrado…","A little story about river pollution, predation, and leg regeneration in Serratella ignita (Poda, 1761) (Ephemeroptera: Ephemerellidae)",2023,"AquAtic …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/01650424.2023.2211972","https://scholar.google.com/scholar?cites=16826402712921076449&as_sdt=2005&sciodt=0,5&hl=en",958,"2026-04-12 17:51:05","","10.1080/01650424.2023.2211972","",,,,,,1,0.33,0,6,3,"We found significantly different percentages of malformed nymphs in two contiguous populations of Serratella ignita (Poda, 1761 ) in a stream in the northwestern Italy. We suggest that …","https://iris.unito.it/bitstream/2318/1907596/1/Editor-2023-0004.R1-A-littel-story-about-river-pollution%20with%20responses%20SF.pdf","https://scholar.google.com/scholar?q=related:4XJUBx5kg-kJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
4,"M Mahmud, DC Lahti, B Habig","A longitudinal assessment of benthic macroinvertebrate diversity and water quality along the Bronx River",2023,"Northeastern Naturalist","BioOne","https://bioone.org/journals/northeastern-naturalist/volume-29/issue-4/045.029.0403/A-Longitudinal-Assessment-of-Benthic-Macroinvertebrate-Diversity-and-Water-Quality/10.1656/045.029.0403.short","https://scholar.google.com/scholar?cites=11797220474237147985&as_sdt=2005&sciodt=0,5&hl=en",859,"2026-04-12 17:51:05","","10.1656/045.029.0403.short","",,,,,,4,1.33,1,3,3,"The Bronx River is an urban waterway with a long history of anthropogenic disturbance. We conducted a longitudinal assessment of the Bronx River's water quality by measuring …","https://www.qc.cuny.edu/academics/bio/wp-content/uploads/sites/117/2022/03/Mahmud21_MastersThesis-1.pdf","https://scholar.google.com/scholar?q=related:UdveV4QluKMJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
0,"STMC Pertoldi","A macroinvertebrate multi-metric index for Ethiopian highland streams",,"academia.edu","","https://www.academia.edu/download/96899302/s10750-019-04042-x20230106-1-9adf3h.pdf","",877,"2026-04-12 17:51:05","PDF","","",,,,,,0,0.00,0,1,,"… However, in this study, the frequency of occurrence of Stoneflies (order Plecoptera) was very low due to high habitat disturbances in most Ethiopian highland regions; instead order …","https://www.academia.edu/download/96899302/s10750-019-04042-x20230106-1-9adf3h.pdf","https://scholar.google.com/scholar?q=related:S2CuBqc1EtoJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
16,"V Ferreira, MAS Graça, A Elosegi","A meta-analysis of drought effects on litter decomposition in streams",2023,"Hydrobiologia","Springer","https://link.springer.com/article/10.1007/s10750-023-05181-y","https://scholar.google.com/scholar?cites=9838284472807104332&as_sdt=2005&sciodt=0,5&hl=en",788,"2026-04-12 17:51:05","HTML","10.1007/s10750-023-05181-y","",,,,,,16,5.33,5,3,3,"… Because invertebrate shredder species mostly belong to orders Plecoptera (stoneflies) and … Abundances of sensitive stonefly and caddisfly shredders also decrease with deterioration …","https://link.springer.com/article/10.1007/s10750-023-05181-y","https://scholar.google.com/scholar?q=related:TJ_oQJqbiIgJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
19,"JC Santiago-González, DL Kerns…","A Modified F2 Screen for Estimating Cry1Ac and Cry2Ab Resistance Allele Frequencies in Helicoverpa zea (Lepidoptera: Noctuidae)",2023,"Journal of economic …","academic.oup.com","https://academic.oup.com/jee/article-abstract/116/2/289/6968924","https://scholar.google.com/scholar?cites=17580204758180611264&as_sdt=2005&sciodt=0,5&hl=en",800,"2026-04-12 17:51:05","","","",,,,,,19,6.33,6,3,3,"Evaluating the frequency of resistance alleles is important for resistance management and sustainable use of transgenic crops that produce insecticidal proteins from Bacillus …","https://www.academia.edu/download/119184568/toac181.pdf","https://scholar.google.com/scholar?q=related:wMT8aRVv-fMJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
3,"JRA Abejo, JH Jumawan","A Multifaceted Study of Wawa River, Esperanza, Agusan Del Sur, Philippines-Aquatic Macroinvertebrates, Water Quality, and Soil Particle Size Analysis",2023,"American Journal of Interdisciplinary …","academia.edu","https://www.academia.edu/download/125119999/1012.pdf","https://scholar.google.com/scholar?cites=15480872840344239532&as_sdt=2005&sciodt=0,5&hl=en",330,"2026-04-12 17:51:05","PDF","","",,,,,,3,1.00,2,2,3,"… Mayfly nymphs and Stonefly also show a higher abundance in the midstream and upstream … The discovery of pollution-sensitive macroinvertebrates like Damselfly, Mayfly, and Stonefly …","https://www.academia.edu/download/125119999/1012.pdf","https://scholar.google.com/scholar?q=related:rP21vdMb19YJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
1,"H Sato","A new association between Harpellales, insect-gut inhabiting fungi, and Chironomidae in Japan with an updated list of Harpellales documented from Chironomidae",2023,"CHIRONOMUS Journal of Chironomidae Research","ntnu.no","https://www.ntnu.no/ojs/index.php/chironomus/article/view/5050","https://scholar.google.com/scholar?cites=5532909748003568931&as_sdt=2005&sciodt=0,5&hl=en",636,"2026-04-12 17:51:05","","","",,,,,,1,0.33,1,1,3,"Harpellales (Zoopagomycotina) is a fungal order of which species inhabit the intestine of aquatic arthropods by attaching their thalli to the host’s gut lining. Harpellales consists of 270 …","https://www.ntnu.no/ojs/index.php/chironomus/article/download/5050/5244","https://scholar.google.com/scholar?q=related:I30M6BnYyEwJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
23,"P Zwick","A new classification of genus Neoperla and systematic studies of other Perlinae (Plecoptera: Perlidae).",2023,"Zootaxa","europepmc.org","https://europepmc.org/article/med/38221062","https://scholar.google.com/scholar?cites=7351582835276971964&as_sdt=2005&sciodt=0,5&hl=en",6,"2026-04-12 17:51:05","","","",,,,,,23,7.67,23,1,3,"A new formal classification for the largest genus of Perlinae, Neoperla, is introduced to replace the artificial split of the genus into two informal groups. Globally, there are close to 300 …","","https://scholar.google.com/scholar?q=related:vP-KaaMRBmYJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
0,"D Muranyi, JM Hwang","A new genus and species of Perlodinae (Plecoptera: Perlodidae) from Korea",2023,"Zootaxa","pubmed.ncbi.nlm.nih.gov","https://pubmed.ncbi.nlm.nih.gov/37044429/","",65,"2026-04-12 17:51:05","","","",,,,,,0,0.00,0,2,3,"Habaek koreanus gen. n., sp. n., a remarkable new Perlodinae is described from adults of both sexes, collected by Malaise traps in South Korea. On the basis of male characters, it is …","","https://scholar.google.com/scholar?q=related:jN-xiJCNK9AJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
8,"S Guo, W Ma, Y Tang, L Chen, Y Wang, Y Cui…","A new method for examining the co-occurrence network of fossil assemblages",2023,"Communications …","nature.com","https://www.nature.com/articles/s42003-023-05417-6","https://scholar.google.com/scholar?cites=4891828739926604090&as_sdt=2005&sciodt=0,5&hl=en",198,"2026-04-12 17:51:05","HTML","","",,,,,,8,2.67,1,7,3,"… Diptera (true flies), Mecoptera (scorpionflies) and Plecoptera (stoneflies) account for most of the abundance in plots where habitats are adjacent to water bodies, settings favorable for …","https://www.nature.com/articles/s42003-023-05417-6","https://scholar.google.com/scholar?q=related:OjlfKVJE40MJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
7,"ND Hettige, R Hashim, AA Kutty, ZH Ashaari","A new model for organic contamination assessments using benthic macroinvertebrates as biological indicators",2023,"Turkish Journal of Fisheries …","trjfas.org","https://www.trjfas.org/abstract.php?lang=en&id=14966","https://scholar.google.com/scholar?cites=8955559576580800426&as_sdt=2005&sciodt=0,5&hl=en",752,"2026-04-12 17:51:05","","","",,,,,,7,2.33,2,4,3,"The main goal of this study was to develop a model for organic pollution assessment. Seven sampling sites in six rivers in the Rawang sub-basin, Selangor River, Malaysia, were …","https://www.trjfas.org/pdf.php?id=14966","https://scholar.google.com/scholar?q=related:qj_yfvyJSHwJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
7,"ZT Chen","A new peltoperlid stonefly from mid-Cretaceous amber of northern Myanmar (Plecoptera: Peltoperlidae)",2023,"Cretaceous Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0195667123001246","https://scholar.google.com/scholar?cites=1256129434953859219&as_sdt=2005&sciodt=0,5&hl=en",8,"2026-04-12 17:51:05","","","",,,,,,7,2.33,7,1,3,"… Peltoperlidae is a small stonefly family comprising 10 extant genera in two extant … The discovery presents the third fossil stonefly of Peltoperlidae, and more importantly, the first fossil …","","https://scholar.google.com/scholar?q=related:k0BW2hCrbhEJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
4,"BC Chessman","A new salinity index for the invertebrate fauna of Australian inland waters",2023,"Hydrobiologia","Springer","https://link.springer.com/article/10.1007/s10750-023-05252-0","https://scholar.google.com/scholar?cites=15137240452157938474&as_sdt=2005&sciodt=0,5&hl=en",722,"2026-04-12 17:51:05","HTML","10.1007/s10750-023-05252-0","",,,,,,4,1.33,4,1,3,"… salinity in relation to variation in EC in Victorian streams was equivalent to proportional variation in SIGNAL and less than proportional variation in EPT (Ephemeroptera, Plecoptera and …","https://link.springer.com/article/10.1007/s10750-023-05252-0","https://scholar.google.com/scholar?q=related:KhuMnv1HEtIJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
0,"S AV","A new species of Gripopterygidae (Insecta: Plecoptera) from Patagonia: Antarctoperla aonikenk sp. n.",2023,"Zootaxa","europepmc.org","https://europepmc.org/article/med/38221395","",96,"2026-04-12 17:51:05","","","",,,,,,0,0.00,0,1,3,"A new species of Gripopterygidae from Chilean Patagonia, Antarctoperla aonikenk sp. n., is described. This species shows wing dimorphism, with brachypterous males and …","","https://scholar.google.com/scholar?q=related:C0lUa7PHORAJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
6,"D Murányi, KI Arkhipova, RJ Godunko","A new species of Nemoura (Plecoptera: Nemouridae) from the Eastern Carpathians",2023,"Acta Phytopathologica et …","akjournals.com","https://akjournals.com/view/journals/038/58/1/article-p51.xml","https://scholar.google.com/scholar?cites=14271109093960896533&as_sdt=2005&sciodt=0,5&hl=en",23,"2026-04-12 17:51:05","HTML","","",,,,,,6,2.00,2,3,3,"Nemoura kozari sp. n. is described on the basis of morphology of male adults collected in the Eastern Carpathians. The new species is classified as a member of the Nemoura …","https://akjournals.com/view/journals/038/58/1/article-p51.xml","https://scholar.google.com/scholar?q=related:FdBiABwqDcYJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
6,"CP Xu, A Nel, J Millet","A new species of stonefly from the Miocene amber of China (Plecoptera: Arctoperlaria: Nemouridae)",2023,"Palaeoworld","Elsevier","https://www.sciencedirect.com/science/article/pii/S1871174X2200018X","https://scholar.google.com/scholar?cites=15089252197856960756&as_sdt=2005&sciodt=0,5&hl=en",31,"2026-04-12 17:51:05","","","",,,,,,6,2.00,2,3,3,"Amphinemura himberii n. sp., first known fossil species of the nemourid subfamily Amphinemurinae, is described from the Miocene Zhangpu amber of (Fujian Province, southeastern …","https://www.sciencedirect.com/science/article/am/pii/S1871174X2200018X","https://scholar.google.com/scholar?q=related:9OCLe-3KZ9EJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
2,"AM Rahim, S Ab Hamid","A Note on Diversity of Aquatic Insects in Rivers of Royal Belum State Park, Perak",2023,"Journal of Tropical Resources and …","academia.edu","https://www.academia.edu/download/124337426/696.pdf","https://scholar.google.com/scholar?cites=5293211682825161288&as_sdt=2005&sciodt=0,5&hl=en",149,"2026-04-12 17:51:05","PDF","","",,,,,,2,0.67,1,2,3,"… Etrocorema, a stonefly species that belongs to the family Perlidae, was the most prevalent plecopteran family reported globally. According to Amiruddin and Suhaila (2020), Perlidae …","https://www.academia.edu/download/124337426/696.pdf","https://scholar.google.com/scholar?q=related:SMq9G_tDdUkJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
4,"VA Gupta, MV Padmavati…","A novel insect and pest identification model based on a weighted multipath convolutional neural network and generative adversarial network",2023,"… Journal of Modern …","kijoms.uokerbala.edu.iq","https://kijoms.uokerbala.edu.iq/home/vol9/iss1/14/","https://scholar.google.com/scholar?cites=4874238172285900254&as_sdt=2005&sciodt=0,5&hl=en",306,"2026-04-12 17:51:05","","","",,,,,,4,1.33,1,3,3,"… stonefly larvae, the studies conducted in [17] proposed a computer vision approach. Images of stonefly … approach can be used to differentiate some stonefly taxa, two of which, Cal…","https://kijoms.uokerbala.edu.iq/cgi/viewcontent.cgi?article=3280&context=home","https://scholar.google.com/scholar?q=related:3hXA-crFpEMJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
0,"M Layer","A Phylogenetic Analysis of the Leuctra Ferruginea (Walker 1852) Species Group (Plecoptera: Leuctridae)",2023,"","digitalcommons.wku.edu","https://digitalcommons.wku.edu/theses/3663/","",119,"2026-04-12 17:51:05","","","",,,,,,0,0.00,0,1,3,"Leuctra Stephens, 1836 is a genus of Plecoptera (Leuctridae) distributed widely across the Northern Hemisphere, with approximately 210 species reported from eastern North America, …","","https://scholar.google.com/scholar?q=related:nM1Q68ofXZsJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
2,"WD Shepard, R Kundrata","A Review of Araeopidius monachus (LeConte, 1874) (Coleoptera: Dryopoidea: Ptilodactylidae), with Main Emphasis on Its Biology and Ecology",2023,"Diversity","mdpi.com","https://www.mdpi.com/1424-2818/15/2/131","https://scholar.google.com/scholar?cites=5525693026968014770&as_sdt=2005&sciodt=0,5&hl=en",379,"2026-04-12 17:51:05","HTML","","",,,,,,2,0.67,1,2,3,"… monachus larvae included the following: two genera of nemourid stoneflies (Plecoptera), … The few predators found included one chloroperlid stonefly (Plecoptera), several corydalid …","https://www.mdpi.com/1424-2818/15/2/131","https://scholar.google.com/scholar?q=related:sg9IGog0r0wJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
40,"G Ndatimana, D Nantege, FO Arimoro","A review of the application of the macroinvertebrate-based multimetric indices (MMIs) for water quality monitoring in lakes",2023,"Environmental Science and …","Springer","https://link.springer.com/article/10.1007/s11356-023-27559-0","https://scholar.google.com/scholar?cites=12332797313163767920&as_sdt=2005&sciodt=0,5&hl=en",366,"2026-04-12 17:51:05","","10.1007/s11356-023-27559-0","",,,,,,40,13.33,13,3,3,"The increasing stress on lake ecosystems is affecting their functioning such as providing goods and services to inhabiting organisms and riparian communities. Monitoring of water …","https://www.researchsquare.com/article/rs-2180188/latest.pdf","https://scholar.google.com/scholar?q=related:cLAEetDlJqsJ:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
2,"ND Sinitshenkova","A review of the Triassic stoneflies (Insecta: Perlida= Plecoptera) with a description of a new genus and species of the family Perlariopseidae from the Dzhayloucho …",2023,"Paleontological Journal","Springer","https://link.springer.com/article/10.1134/S0031030123040123","https://scholar.google.com/scholar?cites=10299915513920183847&as_sdt=2005&sciodt=0,5&hl=en",7,"2026-04-12 17:51:05","","10.1134/S0031030123040123","",,,,,,2,0.67,2,1,3,"… and stoneflies in particular, there are still much fewer studied Triassic localities than Permian, Jurassic, or Cretaceous. Stoneflies … in which the diversity of stoneflies is low, since they are …","","https://scholar.google.com/scholar?q=related:J16_r5am8I4J:scholar.google.com/&scioq=plecoptera%7Cstonefly%7Cstoneflies&hl=en&as_sdt=0,5&as_ylo=2023&as_yhi=2023"
