Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
19,"F.O. Arimoro","Achieving sustainable river water quality for rural dwellers by prioritizing the conservation of macroinvertebrates biodiversity in two Afrotropical streams",2021,"Environmental and Sustainability Indicators","","https://api.elsevier.com/content/article/eid/1-s2.0-S2665972721000040","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100373485&origin=inward",43,"2026-01-04 12:36:53","Article","10.1016/j.indic.2021.100103","2665-9727","https://api.elsevier.com/content/abstract/scopus_id/85100373485",10,,,,19,3.80,19,1,5,"","",""
10,"A. Córdoba-Aguilar","Adult damselflies as possible regulators of mosquito populations in urban areas",2021,"Pest Management Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108300968&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108300968&origin=inward",89,"2026-01-04 12:36:53","Article","10.1002/ps.6496","1526-498X","https://api.elsevier.com/content/abstract/scopus_id/85108300968",77,10,4274,4287,10,2.00,10,1,5,"","",""
10,"J. Arana-Maestre","Altitudinal distribution of aquatic macroinvertebrates and its relation to environmental variables in an Amazon river system (Perú)",2021,"Revista De La Academia Colombiana De Ciencias Exactas Fisicas Y Naturales","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85140642861&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85140642861&origin=inward",91,"2026-01-04 12:36:53","Article","10.18257/raccefyn.1436","0370-3908","https://api.elsevier.com/content/abstract/scopus_id/85140642861",45,177,1097,1112,10,2.00,10,1,5,"","",""
11,"E.K. Perkin","Anthropogenic Alteration of Flow, Temperature, and Light as Life-History Cues in Stream Ecosystems",2021,"Integrative and Comparative Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118097531&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118097531&origin=inward",81,"2026-01-04 12:36:53","Conference Paper","10.1093/icb/icab024","1540-7063","https://api.elsevier.com/content/abstract/scopus_id/85118097531",61,3,1134,1146,11,2.20,11,1,5,"","",""
39,"J. Agra","Anthropogenic disturbances alter the relationships between environmental heterogeneity and biodiversity of stream insects",2021,"Ecological Indicators","","https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X20310189","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094098186&origin=inward",9,"2026-01-04 12:36:53","Article","10.1016/j.ecolind.2020.107079","1470-160X","https://api.elsevier.com/content/abstract/scopus_id/85094098186",121,,,,39,7.80,39,1,5,"","",""
7,"R. Stryjecki","Anthropogenic transformations of river ecosystems are not always bad for the environment: Multi-taxa analyses of changes in aquatic and terrestrial environments after dredging of a small lowland river",2021,"Peerj","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117283508&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117283508&origin=inward",130,"2026-01-04 12:36:53","Article","10.7717/peerj.12224","2167-8359","https://api.elsevier.com/content/abstract/scopus_id/85117283508",9,,,,7,1.40,7,1,5,"","",""
17,"Wakhid","Aquatic insect communities in headwater streams of ciliwung river watershed, West Java, Indonesia",2021,"Biodiversitas","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85097889121&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85097889121&origin=inward",53,"2026-01-04 12:36:53","Article","10.13057/biodiv/d220105","1412-033X","https://api.elsevier.com/content/abstract/scopus_id/85097889121",22,1,30,41,17,3.40,17,1,5,"","",""
84,"A. Previšić","Aquatic Insects Transfer Pharmaceuticals and Endocrine Disruptors from Aquatic to Terrestrial Ecosystems",2021,"Environmental Science and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102070701&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102070701&origin=inward",2,"2026-01-04 12:36:53","Article","10.1021/acs.est.0c07609","0013-936X","https://api.elsevier.com/content/abstract/scopus_id/85102070701",55,6,3736,3746,84,16.80,84,1,5,"","",""
3,"A. Bakrac","Aquatic Macroinvertebrates Diversity in the Upper Stretch of Una River (Una National Park, SW Bosnia and Herzegovina)",2021,"Ecologia Balkanica","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131314987&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131314987&origin=inward",182,"2026-01-04 12:36:53","Article","","1314-0213","https://api.elsevier.com/content/abstract/scopus_id/85131314987",13,1,131,141,3,0.60,3,1,5,"","",""
32,"F.C. Akamagwuna","Are Ephemeroptera, Plecoptera and Trichoptera traits reliable indicators of semi-urban pollution in the Tsitsa River, Eastern Cape Province of South Africa?",2021,"Environmental Monitoring and Assessment","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104975588&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104975588&origin=inward",15,"2026-01-04 12:36:53","Article","10.1007/s10661-021-09093-z","0167-6369","https://api.elsevier.com/content/abstract/scopus_id/85104975588",193,5,,,32,6.40,32,1,5,"","",""
29,"B. Luo","Artificial light reduces foraging opportunities in wild least horseshoe bats",2021,"Environmental Pollution","","https://api.elsevier.com/content/article/eid/1-s2.0-S0269749121013476","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109524815&origin=inward",19,"2026-01-04 12:36:53","Article","10.1016/j.envpol.2021.117765","0269-7491","https://api.elsevier.com/content/abstract/scopus_id/85109524815",288,,,,29,5.80,29,1,5,"","",""
14,"A. Ertaş","Assessing water quality in the Kelebek Stream branch (Gediz River Basin, West Anatolia of Turkey) using physicochemical and macroinvertebrate-based indices",2021,"Aquatic Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=105022746137&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=105022746137&origin=inward",65,"2026-01-04 12:36:53","Article","10.3153/AR21020","2618-6365","https://api.elsevier.com/content/abstract/scopus_id/105022746137",4,3,260,278,14,2.80,14,1,5,"","",""
5,"T.V. Mmako","Assessment of river health using benthic macroinvertebrates in the Dwars River, Olifants Water Management Area, Limpopo province, South Africa",2021,"African Journal of Aquatic Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85110885963&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85110885963&origin=inward",161,"2026-01-04 12:36:53","Article","10.2989/16085914.2021.1922348","1608-5914","https://api.elsevier.com/content/abstract/scopus_id/85110885963",46,4,441,451,5,1.00,5,1,5,"","",""
4,"J.Č. Atlagić","Assessment of the impact of copper mining and related industrial activities on aquatic macroinvertebrate communities of the Pek River (Serbia)",2021,"Archives of Biological Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111397179&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111397179&origin=inward",171,"2026-01-04 12:36:53","Article","10.2298/ABS210314023C","0354-4664","https://api.elsevier.com/content/abstract/scopus_id/85111397179",73,2,291,301,4,0.80,4,1,5,"","",""
32,"L. Cesoniene","Assessment of the impact of small hydropower plants on the ecological status indicators ofwater bodies: A case study in lithuania",2021,"Water Switzerland","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85101268328&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85101268328&origin=inward",14,"2026-01-04 12:36:53","Article","10.3390/w13040433","2073-4441","https://api.elsevier.com/content/abstract/scopus_id/85101268328",13,4,,,32,6.40,32,1,5,"","",""
5,"F.J. Luque","Auto-ecological responses of rainbow trout populations to ecoregional differences in a neotropical andean river",2021,"Limnetica","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099534114&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099534114&origin=inward",153,"2026-01-04 12:36:53","Article","10.23818/limn.40.04","0213-8409","https://api.elsevier.com/content/abstract/scopus_id/85099534114",40,1,43,55,5,1.00,5,1,5,"","",""
109,"L. Tampo","Benthic Macroinvertebrates as Ecological Indicators: Their Sensitivity to the Water Quality and Human Disturbances in a Tropical River",2021,"Frontiers in Water","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119884137&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119884137&origin=inward",1,"2026-01-04 12:36:53","Article","10.3389/frwa.2021.662765","2624-9375","https://api.elsevier.com/content/abstract/scopus_id/85119884137",3,,,,109,21.80,109,1,5,"","",""
3,"G. Gäde","Biochemically identified neuropeptides in a caddisfly (Trichoptera) and a pygmy mole cricket (Orthoptera: Caelifera: Tridactyloidea)",2021,"Archives of Insect Biochemistry and Physiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102472943&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102472943&origin=inward",199,"2026-01-04 12:36:53","Article","10.1002/arch.21778","0739-4462","https://api.elsevier.com/content/abstract/scopus_id/85102472943",106,4,,,3,0.60,3,1,5,"","",""
5,"Z. Yi","Biodiversity of macrozoobenthos in the chebaling national nature reserve, guangdong province",2021,"Biodiversity Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85109760769&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85109760769&origin=inward",154,"2026-01-04 12:36:53","Article","10.17520/biods.2020304","1005-0094","https://api.elsevier.com/content/abstract/scopus_id/85109760769",29,5,680,687,5,1.00,5,1,5,"","",""
8,"I. Vučković","Biodiversity, DNA barcoding data and ecological traits of caddisflies (Insecta, Trichoptera) in the catchment area of the Mediterranean karst River Cetina (Croatia)",2021,"Ecologica Montenegrina","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113283946&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113283946&origin=inward",112,"2026-01-04 12:36:53","Article","10.37828/em.2021.44.10","2337-0173","https://api.elsevier.com/content/abstract/scopus_id/85113283946",44,,69,95,8,1.60,8,1,5,"","",""
6,"A.H. Jumaat","Biological water quality indices performance based on aquatic insects in recreational rivers",2021,"Tropical Life Sciences Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104147584&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104147584&origin=inward",140,"2026-01-04 12:36:53","Article","10.21315/tlsr2021.32.1.6","1985-3718","https://api.elsevier.com/content/abstract/scopus_id/85104147584",32,1,89,103,6,1.20,6,1,5,"","",""
3,"T. Nohl","Brackish water algal reefs – facies analysis as a tool to identify palaeoenvironmental variations in Miocene deposits (Mainz-Weisenau, Germany)",2021,"Geological Journal","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099408857&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099408857&origin=inward",189,"2026-01-04 12:36:53","Article","10.1002/gj.4067","0072-1050","https://api.elsevier.com/content/abstract/scopus_id/85099408857",56,5,2760,2771,3,0.60,3,1,5,"","",""
6,"T.L. Price","Brown meets green: light and nutrients alter detritivore assimilation of microbial nutrients from leaf litter",2021,"Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85106229493&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85106229493&origin=inward",132,"2026-01-04 12:36:53","Article","10.1002/ecy.3358","0012-9658","https://api.elsevier.com/content/abstract/scopus_id/85106229493",102,6,,,6,1.20,6,1,5,"","",""
9,"V. Slavevska-Stamenković","Caddisflies (Insecta: Trichoptera) from koŽuf and baba mountains (Republic of North Macedonia)",2021,"Natura Croatica","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112410857&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112410857&origin=inward",100,"2026-01-04 12:36:53","Article","10.20302/NC.2021.30.8","1330-0520","https://api.elsevier.com/content/abstract/scopus_id/85112410857",30,1,145,160,9,1.80,9,1,5,"","",""
13,"P. Thamsenanupap","Caddisflies (trichoptera, insecta) as bioindicator of water quality assessment in a small stream in northern thailand",2021,"Sains Malaysiana","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104439919&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104439919&origin=inward",73,"2026-01-04 12:36:53","Article","10.17576/jsm-2021-5003-08","0126-6039","https://api.elsevier.com/content/abstract/scopus_id/85104439919",50,3,655,665,13,2.60,13,1,5,"","",""
10,"D.D. Williams","Can we farm aquatic insects for human food or livestock feed?",2021,"Journal of Insects as Food and Feed","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102797784&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102797784&origin=inward",90,"2026-01-04 12:36:53","Article","10.3920/JIFF2021.x002","2352-4588","https://api.elsevier.com/content/abstract/scopus_id/85102797784",7,2,121,127,10,2.00,10,1,5,"","",""
6,"M.A. Briggs","Carcass deposition to suppress invasive lake trout causes differential mortality of two common benthic invertebrates in yellowstone lake",2021,"Fundamental and Applied Limnology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102801223&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102801223&origin=inward",139,"2026-01-04 12:36:53","Article","10.1127/fal/2020/1352","1863-9135","https://api.elsevier.com/content/abstract/scopus_id/85102801223",194,4,285,295,6,1.20,6,1,5,"","",""
5,"T. Maoka","Carotenoid Metabolism in Terrestrial Animals",2021,"Advances in Experimental Medicine and Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103573196&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103573196&origin=inward",160,"2026-01-04 12:36:53","Book Chapter","10.1007/978-981-15-7360-6_5","0065-2598","https://api.elsevier.com/content/abstract/scopus_id/85103573196",1261,,51,66,5,1.00,5,1,5,"","",""
3,"G.S.M. Pacheco","Cave lithology influencing EPT (Ephemeroptera, Plecoptera, Trichoptera) assemblages and habitat structure in south-eastern Brazil",2021,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85108531198&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85108531198&origin=inward",191,"2026-01-04 12:36:53","Article","10.1071/MF20359","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/85108531198",72,10,1546,1552,3,0.60,3,1,5,"","",""
3,"S. Bemmoussat-Dekkak","Checklist and key for identification of larvae of Hydropsyche species (Hydropsychidae, Trichoptera) of the Maghreb",2021,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117346398&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117346398&origin=inward",180,"2026-01-04 12:36:53","Review","10.11646/zootaxa.5052.2.4","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/85117346398",5052,2,233,248,3,0.60,3,1,5,"","",""
18,"C. Theodoropoulos","Climate change and the future of Mediterranean freshwater macroinvertebrates: a model-based assessment",2021,"Hydrobiologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114824560&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114824560&origin=inward",48,"2026-01-04 12:36:53","Article","10.1007/s10750-021-04691-x","0018-8158","https://api.elsevier.com/content/abstract/scopus_id/85114824560",848,21,5033,5050,18,3.60,18,1,5,"","",""
6,"J. Lancaster","Coexistence of predatory caddisfly species may be facilitated by variations in the morphology of feeding apparatus and diet",2021,"Freshwater Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85099520595&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85099520595&origin=inward",145,"2026-01-04 12:36:53","Article","10.1111/fwb.13674","0046-5070","https://api.elsevier.com/content/abstract/scopus_id/85099520595",66,4,745,752,6,1.20,6,1,5,"","",""
3,"I. Marwein","Colonization Pattern of Aquatic Insects at Two Small Streams of Shillong, Meghalaya, North-East India",2021,"Proceedings of the National Academy of Sciences India Section B Biological Sciences","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115178504&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115178504&origin=inward",188,"2026-01-04 12:36:53","Article","10.1007/s40011-021-01252-z","0369-8211","https://api.elsevier.com/content/abstract/scopus_id/85115178504",91,3,593,605,3,0.60,3,1,5,"","",""
4,"W.A.B. Hui","Comparative analyses of biotic indices based on benthic macroinvertebrates for stream water quality assessment at tropical streams",2021,"Serangga","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85114018331&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85114018331&origin=inward",167,"2026-01-04 12:36:53","Article","","1394-5130","https://api.elsevier.com/content/abstract/scopus_id/85114018331",26,2,47,67,4,0.80,4,1,5,"","",""
11,"A. Ertas","Comparative analysis of benthic macroinvertebrate-based biotic and diversity indices used to evaluate the water quality of Kozluoluk Stream (West Anatolia of Turkey)",2021,"Community Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117466499&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117466499&origin=inward",83,"2026-01-04 12:36:53","Article","10.1007/s42974-021-00061-8","1585-8553","https://api.elsevier.com/content/abstract/scopus_id/85117466499",22,3,381,390,11,2.20,11,1,5,"","",""
7,"H. Nakagawa","Comparison of macroinvertebrate assemblages in a stream before and after fine sedimentation by deer-induced forest floor degradation",2021,"Ecological Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111628905&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111628905&origin=inward",120,"2026-01-04 12:36:53","Article","10.1111/1440-1703.12256","0912-3814","https://api.elsevier.com/content/abstract/scopus_id/85111628905",36,6,977,987,7,1.40,7,1,5,"","",""
52,"G.F. Ficetola","Comparison of markers for the monitoring of freshwater benthic biodiversity through DNA metabarcoding",2021,"Molecular Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091477971&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091477971&origin=inward",7,"2026-01-04 12:36:53","Conference Paper","10.1111/mec.15632","0962-1083","https://api.elsevier.com/content/abstract/scopus_id/85091477971",30,13,3189,3202,52,10.40,52,1,5,"","",""
18,"A.W. Lorenz","Continuous riverine biodiversity changes in a 10-years-post-restoration-study—Impacts and pitfalls",2021,"River Research and Applications","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091373443&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091373443&origin=inward",50,"2026-01-04 12:36:53","Conference Paper","10.1002/rra.3729","1535-1459","https://api.elsevier.com/content/abstract/scopus_id/85091373443",37,2,270,282,18,3.60,18,1,5,"","",""
6,"S. Bemmoussat-Dekkak","Contribution to knowledge of the Trichoptera of northwestern Algeria: New species records for the Algerian fauna and taxonomic remarks for the Maghreb fauna",2021,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122166615&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122166615&origin=inward",143,"2026-01-04 12:36:53","Article","10.11646/zootaxa.5068.2.2","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/85122166615",5068,2,186,210,6,1.20,6,1,5,"","",""
22,"H. Zhang","Dam cascade alters taxonomic composition of benthic macroinvertebrate community in upper Yangtze River",2021,"River Research and Applications","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85102500569&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85102500569&origin=inward",34,"2026-01-04 12:36:53","Conference Paper","10.1002/rra.3787","1535-1459","https://api.elsevier.com/content/abstract/scopus_id/85102500569",37,8,1070,1079,22,4.40,22,1,5,"","",""
6,"J. Salokannel","DdRAD Sequencing Sheds Light on Low Interspecific and High Intraspecific mtDNA Divergences in Two Groups of Caddisflies",2021,"Insect Systematics and Diversity","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116337906&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116337906&origin=inward",141,"2026-01-04 12:36:53","Article","10.1093/isd/ixab013","2399-3421","https://api.elsevier.com/content/abstract/scopus_id/85116337906",5,5,,,6,1.20,6,1,5,"","",""
10,"M. Zare Shahraki","Defining a disturbance gradient in a Middle-Eastern River Basin",2021,"Limnologica","","https://api.elsevier.com/content/article/eid/1-s2.0-S007595112100075X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116879491&origin=inward",87,"2026-01-04 12:36:53","Article","10.1016/j.limno.2021.125923","0075-9511","https://api.elsevier.com/content/abstract/scopus_id/85116879491",91,,,,10,2.00,10,1,5,"","",""
4,"C. Gkenas","Desert pumpkinseed: Diet composition and breadth in a Moroccan river",2021,"Knowledge and Management of Aquatic Ecosystems","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117367482&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117367482&origin=inward",177,"2026-01-04 12:36:53","Article","10.1051/kmae/2021033","1961-9502","https://api.elsevier.com/content/abstract/scopus_id/85117367482",2021,422,,,4,0.80,4,1,5,"","",""
