Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
421,J.A. Camargo,Fluoride toxicity to aquatic organisms: A review,2003,Chemosphere,,https://api.elsevier.com/content/article/eid/1-s2.0-S0045653502004988,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037236076&origin=inward,11,2025-12-12 18:13:07,Review,10.1016/S0045-6535(02)00498-8,0045-6535,https://api.elsevier.com/content/abstract/scopus_id/0037236076,50.0,3.0,251.0,264.0,421,19.14,421,1,22,,,
368,D.D. Williams,Environmental constraints in temporary fresh waters and their consequences for the insect fauna,1996,Journal of the North American Benthological Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0030453343&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0030453343&origin=inward,12,2025-12-12 18:13:07,Article,10.2307/1467813,0887-3593,https://api.elsevier.com/content/abstract/scopus_id/0030453343,15.0,4.0,634.0,650.0,368,12.69,368,1,29,"Temporary fresh waters are defined as bodies of fresh water that experience a recurrent dry phase of varying length that is sometimes predictable in both its time of onset and duration. The aquatic insects that live in these habitats are strongly influenced by 2 main groups of constraints, physicochemical and biological factors. Taxa particularly well-represented in temporary running waters are the Ephemeroptera, Hemiptera, Coleoptera, Trichoptera, and tipulid and chironomid Diptera. With the exception of Ephemeroptera, all these groups are common also in temporary lentic waters, but the latter also support many species of Odonata, together with culicid, ceratopogonid and ephydrid Diptera. In general, however, the diversity of aquatic insects is lower in temporary than in permanent waters. Seasonal succession of species is commonplace in temporary waters, affecting food web structure. Adaptations to drought are reviewed, and traits common to the most successful taxa include a highly flexible life cycle, temperature-linked development, possession of a diapausing or otherwise protected egg, and high powers of dispersal. A trend towards terrestrialisation of immature stages is noted amongst at least some members of even strongly aquatic taxa. Several directions for future research are discussed including study of the controlling influence of the biological environment on the fauna and the former's interaction with physicochemical influences, temporal variation in the structure of food webs, and genetic analyses of populations. A recommendation is made for greater quantification in data collection, particularly on seasonal changes in species abundance, their life histories, and trophic relationships, as this will allow greater opportunity for modelling the community dynamics of these ecologically distinct habitats. Finally, the concept that temporary waters constrain their faunas is exposed as being based more on human perception than on fact.",,
367,Y.S. Park,Applications of artificial neural networks for patterning and predicting aquatic insect species richness in running waters,2003,Ecological Modelling,,https://api.elsevier.com/content/article/eid/1-s2.0-S0304380002002582,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0037442528&origin=inward,13,2025-12-12 18:13:07,Conference Paper,10.1016/S0304-3800(02)00258-2,0304-3800,https://api.elsevier.com/content/abstract/scopus_id/0037442528,160.0,3.0,265.0,280.0,367,16.68,367,1,22,,,
329,N. Bonada,Macroinvertebrate community structure and biological traits related to flow permanence in a Mediterranean river network,2007,Hydrobiologia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=34547136675&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=34547136675&origin=inward,14,2025-12-12 18:13:07,Article,10.1007/s10750-007-0723-5,0018-8158,https://api.elsevier.com/content/abstract/scopus_id/34547136675,589.0,1.0,91.0,106.0,329,18.28,329,1,18,,,
325,R.W. Holzenthal,"Order Trichoptera Kirby, 1813 (Insecta), Caddisflies",2007,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=38349116526&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=38349116526&origin=inward,15,2025-12-12 18:13:07,Review,10.11646/zootaxa.1668.1.29,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/38349116526,,1668.0,639.0,698.0,325,18.06,325,1,18,"The taxonomy, diversity, and distribution of the aquatic insect order Trichoptera, caddisflies, are reviewed. The order is among the most important and diverse of all aquatic taxa. Larvae are vital participants in aquatic food webs and their presence and relative abundance are used in the biological assessment and monitoring of water quality. The species described by Linnaeus are listed. The morphology of all life history stages (adults, larvae, and pupae) is diagnosed and major features of the anatomy are illustrated. Major components of life history and biology are summarized. A discussion of phylogenetic studies within the order is presented, including higher classification of the suborders and superfamilies, based on recent literature. Synopses of each of 45 families are presented, including the taxonomic history of the family, a list of all known genera in each family, their general distribution and relative species diversity, and a short overview of family-level biological features. The order contains 600 genera, and approximately 13,000 species.",,
323,J. Tibbetts,"Abundance, distribution, and drivers of microplastic contamination in urban river environments",2018,Water Switzerland,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056227170&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056227170&origin=inward,16,2025-12-12 18:13:07,Article,10.3390/w10111597,2073-4441,https://api.elsevier.com/content/abstract/scopus_id/85056227170,10.0,11.0,,,323,46.14,323,1,7,"Given the persistence of microplastics in the environment and their potential toxicity to ecosystems, understanding of likely microplastic accumulation ‘hotspots’ in rivers is urgently needed. To contribute to this challenge, this paper reports results of a microplastic survey from a heavily urbanised catchment, the River Tame and four of its tributaries, which flows through the city of Birmingham, UK. All sediment sampled was found to contain microplastics with an average abundance of 165 particles kg−1. While urban areas generally have a greater abundance of microplastics as compared with rural, there is no simple relationship between microplastic numbers and population density or proximity to wastewater treatment sites. The greatest change in microplastic abundance was due to the presence of a lake along the course of the River Tame—i.e., flow velocities are reduced on entering the lake, which promotes the deposition of fine sediment and potentially microplastics. This suggests that the greatest concentrations of microplastics will not be found in-channel but rather on the floodplain and other low velocity environments such as meander cutoffs. We also identified a new mechanism of microplastic fixation in freshwater environments through ecological engineers, specifically caddisflies, that incorporated microplastics into their casing. These results highlight the need to explore further hydrodynamic and ecological impacts on microplastics fate and transport in rivers.",,
315,J. Heino,A macroecological perspective of diversity patterns in the freshwater realm,2011,Freshwater Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961022949&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79961022949&origin=inward,17,2025-12-12 18:13:07,Review,10.1111/j.1365-2427.2011.02610.x,0046-5070,https://api.elsevier.com/content/abstract/scopus_id/79961022949,56.0,9.0,1703.0,1722.0,315,22.5,315,1,14,"1. The aim of this paper is to review literature on species diversity patterns of freshwater organisms and underlying mechanisms at large spatial scales. 2. Some freshwater taxa (e.g. dragonflies, fish and frogs) follow the classical latitudinal decline in regional species richness (RSR), supporting the patterns found for major terrestrial and marine organism groups. However, the mechanisms causing this cline in most freshwater taxa are inadequately understood, although research on fish suggests that energy and history are major factors underlying the patterns in total species and endemic species richness. Recent research also suggests that not all freshwater taxa comply with the decline of species richness with latitude (e.g. stoneflies, caddisflies and salamanders), but many taxa show more complex geographical patterns in across-regions analyses. These complexities are even more profound when studies of global, continental and regional extents are compared. For example, clear latitudinal gradients may be present in regional studies but absent in global studies (e.g. macrophytes). 3. Latitudinal gradients are often especially weak in the across-ecosystems analyses, which may be attributed to local factors overriding the effects of large-scale factors on local communities. Nevertheless, local species richness (LSR) is typically linearly related to RSR (suggesting regional effects on local diversity), although saturating relationships have also been found in some occasions (suggesting strong local effects on diversity). Nestedness has often been found to be significant in freshwater studies, yet this pattern is highly variable and generally weak, suggesting also a strong beta diversity component in freshwater systems. 4. Both geographical location and local environmental factors contribute to variation in alpha diversity, nestedness and beta diversity in the freshwater realm, although the relative importance of these two groups of explanatory variables may be contingent on the spatial extent of the study. The mechanisms associated with spatial and environmental control of community structure have also been inferred in a number of studies, and most support has been found for species sorting (possibly because many freshwater studies have species sorting as their starting point), although also dispersal limitation and mass effects may be contributing to the patterns found. 5. The lack of latitudinal gradients in some freshwater taxa begs for further explanations. Such explanations may not be gained for most freshwater taxa in the near future, however, because we lack species-level information, floristic and faunistic knowledge, and standardised surveys along extensive latitudinal gradients. A challenge for macroecology is thus to use the best possible species-level information on well-understood groups (e.g. fish) or use surrogates for species-level patterns (e.g. families) and then develop hypotheses for further testing in the freshwater realm. An additional research challenge concerns understanding patterns and mechanisms associated with the relationships between alpha, beta and gamma components of species diversity. 6. Understanding the mechanistic basis of species diversity patterns should preferably be based on a combination of large-scale macroecological and landscape-scale metacommunity research. Such a research approach will help in elucidating patterns of species diversity across regional and local scales in the freshwater realm.",,
310,N. Rkristensen,Lepidoptera phylogeny and systematics: The state of inventorying moth and butterfly diversity,2007,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=38349086127&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=38349086127&origin=inward,18,2025-12-12 18:13:07,Review,,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/38349086127,,1668.0,699.0,747.0,310,17.22,310,1,18,,,
308,V. Bhagat,Degradable Adhesives for Surgery and Tissue Engineering,2017,Biomacromolecules,,https://api.elsevier.com/content/article/eid/1-s2.0-S1525779721038034,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85031283474&origin=inward,19,2025-12-12 18:13:07,Article,10.1021/acs.biomac.7b00969,1525-7797,https://api.elsevier.com/content/abstract/scopus_id/85031283474,18.0,10.0,3009.0,3039.0,308,38.5,308,1,8,"This review highlights the research on degradable polymeric tissue adhesives for surgery and tissue engineering. Included are a comprehensive listing of specific uses, advantages, and disadvantages of different adhesive groups. A critical evaluation of challenges affecting the development of next generation materials is also discussed, and insights into the outlook of the field are explored.",,
282,J. Quinn,Characterisation and classification of benthic invertebrate communities in 88 new zealand rivers in relation to environmental factors,1990,New Zealand Journal of Marine and Freshwater Research,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=0025692616&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=0025692616&origin=inward,20,2025-12-12 18:13:07,Article,10.1080/00288330.1990.9516432,0028-8330,https://api.elsevier.com/content/abstract/scopus_id/0025692616,24.0,3.0,387.0,409.0,282,8.06,282,1,35,"Abstract Benthic macroinvertebrates were sampled (seven Surber samples per site) in 88 rivers throughout New Zealand in ""runs"" (velocity 0.4–0.8 m s−1, depth = 0.3–0.6 m), under autumn baseflow conditions (Q < median). Medians and 10–90 percentiles for the following community level characteristics were: taxa richness, 14 and 7–20(0.7 m−2); Shannon Diversity (H'), 1.33and 0.80–1.90; total density, 1900 and 230–6700 m−2; and total biomass, 0.608 and 0.112–2.932 g AFDW m−2. Invertebrate abundance and taxonomic richness were lowest in rivers with beds of silt or sand, or cobbles overlain with sand deposits. Comparisons of environmental factors between sites grouped by TWINSPAN indicated that the degree of catchment development to improved pasture, water temperature, and level of enrichment (indicated by increased nutrients and periphyton biomass) are important factors affecting invertebrate community structure in New Zealand rivers. Mayflies, stoneflies, and predatory caddisflies were associated with cooler, less enriched, steeper, and more elevated sites than snails, crustaceans, chironomids, and worms. Stonefly biomass was minimal at sites having mean annual temperatures >13°C. The following community characteristics emerged as useful indicators of the level of water enrichment: the Macroinvertebrate Community Index (MCI) and its quantitative analog (QMCI); the presence of some species (e.g., Zelandoperla decorata and Bereoptera roria), and the densities of some widely distributed taxa (e.g., Deleatidium spp. and Psilochorema spp.); percentage predator biomass; and the number of ephemeropteran, plecopteran, and trichopteran taxa (EPT). Sites did not separate out clearly into ecoregions, although rivers with ""clean‐water"" faunas were more predominant in the South Island than in the North Island. This is thought to reflect the greater degree of development of the North Island catchments. Keywords: invertebratesaquatic insectswater qualitysurveysclassificationdiscriminant analysissubstratefloodsenrichmentnutrientsperiphytonpastureland‐useurban runofftemperature",,
282,J.L. Nessimian,"Land use, habitat integrity, and aquatic insect assemblages in Central Amazonian streams",2008,Hydrobiologia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=53149138158&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=53149138158&origin=inward,21,2025-12-12 18:13:07,Article,10.1007/s10750-008-9441-x,0018-8158,https://api.elsevier.com/content/abstract/scopus_id/53149138158,614.0,1.0,117.0,131.0,282,16.59,282,1,17,,,
