Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,O.A. Loskutova,Amphibiotic insects of mountain lakes and small watercourses in the Urals,2010,Inland Water Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77949901166&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77949901166&origin=inward,154,2026-01-04 11:53:35,Article,10.1134/S1995082910010025,1995-0829,https://api.elsevier.com/content/abstract/scopus_id/77949901166,3.0,1.0,11.0,20.0,4,0.25,4,1,16,,,
1,B.C. Kondratieff,"Aquatic insects (Ephemeroptera, Odonata, Hemiptera, Coleoptera, Trichoptera, Diptera) of Sand Creek Massacre National Historic Site on the Great Plains of Colorado",2010,Journal of the Kansas Entomological Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650143406&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78650143406&origin=inward,187,2026-01-04 11:53:35,Article,10.2317/JKES1002.15.1,0022-8567,https://api.elsevier.com/content/abstract/scopus_id/78650143406,83.0,4.0,322.0,331.0,1,0.06,1,1,16,,,
56,M. Torres-Ruiz,Are net-spinning caddisflies what they eat? An investigation using controlled diets and fatty acids,2010,Journal of the North American Benthological Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954883344&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954883344&origin=inward,19,2026-01-04 11:53:35,Conference Paper,10.1899/09-162.1,0887-3593,https://api.elsevier.com/content/abstract/scopus_id/77954883344,29.0,3.0,803.0,813.0,56,3.5,56,1,16,,,
55,A. Pollard,Assessing the consistency of response metrics of the invertebrate benthos: A comparison of trait- and identity-based measures,2010,Freshwater Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954567539&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954567539&origin=inward,22,2026-01-04 11:53:35,Article,10.1111/j.1365-2427.2009.02235.x,0046-5070,https://api.elsevier.com/content/abstract/scopus_id/77954567539,55.0,7.0,1420.0,1429.0,55,3.44,55,1,16,,,
13,B.L. Kerans,"Asymmetrical behavioral interactions between the new Zealand mud snail, potamopyrgus antipodarum, and scraping, collector-gathering and collector-filtering macroinvertebrates",2010,Journal of Freshwater Ecology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78649621061&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78649621061&origin=inward,107,2026-01-04 11:53:35,Article,10.1080/02705060.2010.9664415,0270-5060,https://api.elsevier.com/content/abstract/scopus_id/78649621061,25.0,4.0,657.0,666.0,13,0.81,13,1,16,,,
6,A. Wells,"Australian species of the genus Agapetus (Trichoptera: Glossosomatidae), with descriptions of 13 new species",2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77953950592&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77953950592&origin=inward,141,2026-01-04 11:53:35,Article,10.11646/zootaxa.2420.1.1,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/77953950592,,2420.0,1.0,25.0,6,0.38,6,1,16,,,
31,D.B. Herbst,"Before and after the deluge: Rain-on-snow flooding effects on aquatic invertebrate communities of small streams in the Sierra Nevada, California",2010,Journal of the North American Benthological Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84859116651&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84859116651&origin=inward,51,2026-01-04 11:53:35,Article,10.1899/09-185.1,0887-3593,https://api.elsevier.com/content/abstract/scopus_id/84859116651,29.0,4.0,1354.0,1366.0,31,1.94,31,1,16,,,
8,D. Dudgeon,Biodiversity and ecosystem functioning in a species-poor guild: A test using tropical stream detritivores,2010,Hydrobiologia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954688849&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954688849&origin=inward,129,2026-01-04 11:53:35,Article,10.1007/s10750-010-0365-x,0018-8158,https://api.elsevier.com/content/abstract/scopus_id/77954688849,652.0,1.0,329.0,336.0,8,0.5,8,1,16,,,
1,I. Sukop,Biodiversity of macrozoobenthos some running waters of southern Moravia,2010,Acta Universitatis Agriculturae Et Silviculturae Mendelianae Brunensis,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77952730757&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77952730757&origin=inward,190,2026-01-04 11:53:35,Article,10.11118/actaun201058020303,1211-8516,https://api.elsevier.com/content/abstract/scopus_id/77952730757,58.0,2.0,303.0,310.0,1,0.06,1,1,16,,,
18,R. Creed,Bioturbation by a dominant detritivore in a headwater stream: Litter excavation and effects on community structure,2010,Oikos,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78649413046&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78649413046&origin=inward,86,2026-01-04 11:53:35,Article,10.1111/j.1600-0706.2010.18432.x,0030-1299,https://api.elsevier.com/content/abstract/scopus_id/78649413046,119.0,12.0,1870.0,1876.0,18,1.13,18,1,16,,,
3,D.R. Lenat,Caddisfly (Trichoptera) records for North Carolina,2010,Southeastern Naturalist,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954421094&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954421094&origin=inward,161,2026-01-04 11:53:35,Article,10.1656/058.009.0202,1528-7092,https://api.elsevier.com/content/abstract/scopus_id/77954421094,9.0,2.0,201.0,236.0,3,0.19,3,1,16,,,
56,S. Luoma,Calibrating biomonitors to ecological disturbance: A new technique for explaining metal effects in natural waters,2010,Integrated Environmental Assessment and Management,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954672923&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954672923&origin=inward,20,2026-01-04 11:53:35,Article,10.1897/IEAM-2009-067.1,1551-3793,https://api.elsevier.com/content/abstract/scopus_id/77954672923,6.0,2.0,199.0,209.0,56,3.5,56,1,16,,,
71,J.F. Genise,Chapter 7 Invertebrate and Vertebrate Trace Fossils from Continental Carbonates,2010,Developments in Sedimentology,,https://api.elsevier.com/content/article/eid/1-s2.0-S007045710906107X,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=72149097885&origin=inward,13,2026-01-04 11:53:35,Review,10.1016/S0070-4571(09)06107-X,0070-4571,https://api.elsevier.com/content/abstract/scopus_id/72149097885,61.0,,319.0,369.0,71,4.44,71,1,16,,,
7,Y. Wang,Characterization of a cysteine-rich protein specifically expressed in the silk gland of caddisfly stenopsyche marmorata (trichoptera; stenopsychidae),2010,Bioscience Biotechnology and Biochemistry,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=75649152855&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=75649152855&origin=inward,134,2026-01-04 11:53:35,Article,10.1271/bbb.90606,0916-8451,https://api.elsevier.com/content/abstract/scopus_id/75649152855,74.0,1.0,108.0,112.0,7,0.44,7,1,16,,,
16,Y. Wang,Characterization of unique heavy chain fibroin filaments spun underwater by the caddisfly Stenopsyche marmorata (Trichoptera; Stenopsychidae),2010,Molecular Biology Reports,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955659355&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77955659355&origin=inward,95,2026-01-04 11:53:35,Article,10.1007/s11033-009-9847-1,0301-4851,https://api.elsevier.com/content/abstract/scopus_id/77955659355,37.0,6.0,2885.0,2892.0,16,1.0,16,1,16,,,
0,Y. Zhang,"Classification of hydraulic flow patterns for habitat types of benthic macroinvertebrates in the step-pool structure of a mountain stream. Ecol. Civil Eng. 13(1), 1-7, 2010",2010,Ecology and Civil Engineering,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85024730739&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85024730739&origin=inward,198,2026-01-04 11:53:35,Article,10.3825/ece.13.1,1344-3755,https://api.elsevier.com/content/abstract/scopus_id/85024730739,13.0,1.0,1.0,7.0,0,0.0,0,1,16,,,
73,P. Legendre,Community surveys through space and time: Testing the space-time interaction in the absence of replication,2010,Ecology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77649204287&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77649204287&origin=inward,11,2026-01-04 11:53:35,Article,10.1890/09-0199.1,0012-9658,https://api.elsevier.com/content/abstract/scopus_id/77649204287,91.0,1.0,262.0,272.0,73,4.56,73,1,16,,,
20,I.C. Stocks,Comparative and functional morphology of wing coupling structures in Trichoptera: Annulipalpia,2010,Journal of Morphology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=74349083497&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=74349083497&origin=inward,81,2026-01-04 11:53:35,Article,10.1002/jmor.10788,0362-2525,https://api.elsevier.com/content/abstract/scopus_id/74349083497,271.0,2.0,152.0,168.0,20,1.25,20,1,16,,,
8,I. Stocks,Comparative and functional morphology of wing coupling structures in Trichoptera: Integripalpia,2010,Annales Zoologici Fennici,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79251511535&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79251511535&origin=inward,123,2026-01-04 11:53:35,Article,10.5735/086.047.0601,0003-455X,https://api.elsevier.com/content/abstract/scopus_id/79251511535,47.0,6.0,351.0,386.0,8,0.5,8,1,16,,,
59,M. Sánchez-Montoya,Comparing the sensitivity of diverse macroinvertebrate metrics to a multiple stressor gradient in Mediterranean streams and its influence on the assessment of ecological status,2010,Ecological Indicators,,https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X10000099,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77649338206&origin=inward,17,2026-01-04 11:53:35,Article,10.1016/j.ecolind.2010.01.008,1470-160X,https://api.elsevier.com/content/abstract/scopus_id/77649338206,10.0,4.0,896.0,904.0,59,3.69,59,1,16,,,
65,I.R. Waite,Comparison of watershed disturbance predictive models for stream benthic macroinvertebrates for three distinct ecoregions in western US,2010,Ecological Indicators,,https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X10000531,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957887979&origin=inward,16,2026-01-04 11:53:35,Article,10.1016/j.ecolind.2010.03.011,1470-160X,https://api.elsevier.com/content/abstract/scopus_id/77957887979,10.0,6.0,1125.0,1136.0,65,4.06,65,1,16,,,
11,J. Oláh,"Contributions to the systematics of the genera Dipseudopsis, Hyalopsyche and Pseudoneureclipsis (Trichoptera: Dipseudopsidae), with descriptions of 19 new species from the Oriental Region.",2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78049397156&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78049397156&origin=inward,113,2026-01-04 11:53:35,Article,10.11646/zootaxa.2658.1.1,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/78049397156,,2658.0,1.0,37.0,11,0.69,11,1,16,,,
7,R. Hinchliffe,"Curious chiral cases of caddisfly larvae: Handed behavior, asymmetric forms, evolutionary history",2010,Integrative and Comparative Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957796821&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957796821&origin=inward,137,2026-01-04 11:53:35,Conference Paper,10.1093/icb/icq069,1540-7063,https://api.elsevier.com/content/abstract/scopus_id/77957796821,50.0,4.0,606.0,618.0,7,0.44,7,1,16,,,
16,T. Korte,Current and substrate preferences of benthic invertebrates in the rivers of the Hindu Kush-Himalayan region as indicators of hydromorphological degradation,2010,Hydrobiologia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77953871072&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77953871072&origin=inward,93,2026-01-04 11:53:35,Article,10.1007/s10750-010-0291-y,0018-8158,https://api.elsevier.com/content/abstract/scopus_id/77953871072,651.0,1.0,77.0,91.0,16,1.0,16,1,16,,,
32,C.J. Geraci,Defining the genus Hydropsyche (Trichoptera:Hydropsychidae) based on DNA and morphological evidence,2010,Journal of the North American Benthological Society,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954870113&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954870113&origin=inward,50,2026-01-04 11:53:35,Conference Paper,10.1899/09-031.1,0887-3593,https://api.elsevier.com/content/abstract/scopus_id/77954870113,29.0,3.0,918.0,933.0,32,2.0,32,1,16,,,
23,J. Oláh,"Description of 33 new species of calamoceratidae, molannidae, odontoceridae and philorheithridae (Trichoptera), with detailed presentation of their cephalic setal warts and grooves",2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954008153&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954008153&origin=inward,75,2026-01-04 11:53:35,Article,10.11646/zootaxa.2457.1.1,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/77954008153,,2457.0,1.0,128.0,23,1.44,23,1,16,,,
8,A.P.M. Santos,"Description of a new species of Byrsopteryx (Trichoptera: Hydroptilidae) from Rio de Janeiro State, Brazil, including its immature stages",2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78149349595&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78149349595&origin=inward,128,2026-01-04 11:53:35,Article,10.11646/zootaxa.2668.1.4,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/78149349595,,2668.0,44.0,54.0,8,0.5,8,1,16,,,
1,M. Källsen,Description of Helicopha queenslandensis sp. nov. from Australia (Trichoptera: Helicophidae),2010,Aquatic Insects,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77950962662&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77950962662&origin=inward,182,2026-01-04 11:53:35,Article,10.1080/01650420903113745,0165-0424,https://api.elsevier.com/content/abstract/scopus_id/77950962662,32.0,1.0,25.0,28.0,1,0.06,1,1,16,,,
7,K.A. Johanson,Description of new Chimarra (Trichoptera: Philopotamidae) species from the Solomon islands,2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957923375&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957923375&origin=inward,131,2026-01-04 11:53:35,Article,10.11646/zootaxa.2638.1.2,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/77957923375,,2638.0,25.0,43.0,7,0.44,7,1,16,,,
4,K.A. Johanson,Description of six new species of oriental Paduniella (Insecta: Trichoptera: Psychomyiidae),2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77955505599&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77955505599&origin=inward,158,2026-01-04 11:53:35,Article,10.11646/zootaxa.2548.1.3,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/77955505599,,2548.0,43.0,56.0,4,0.25,4,1,16,,,
7,K. Johanson,Description of sixteen new species of trichoptera with a key to adults of known families and genera recorded in Madagascar,2010,African Entomology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77958100096&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77958100096&origin=inward,135,2026-01-04 11:53:35,Article,10.4001/003.018.0206,1021-3589,https://api.elsevier.com/content/abstract/scopus_id/77958100096,18.0,2.0,267.0,301.0,7,0.44,7,1,16,,,
5,J. Nessimian,Description of the immature stages of Leptonema tridens (Insecta: Trichoptera: Hydropsychidae) from southeastern Brazil with notes on its biology,2010,Zoologia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79954600071&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79954600071&origin=inward,147,2026-01-04 11:53:35,Article,10.1590/S1984-46702010000300021,1984-4670,https://api.elsevier.com/content/abstract/scopus_id/79954600071,27.0,3.0,465.0,471.0,5,0.31,5,1,16,,,
24,M. Kucinic,"Description of the larvae of Drusus ramae Marinkovic-Gospodnetic and Drusus medianus Marinkovic-Gospodnetic (Trichoptera: Limnephilidae) with some genetic, distributional, ecological, faunal and conservation notes",2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77953981780&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77953981780&origin=inward,70,2026-01-04 11:53:35,Article,10.11646/zootaxa.2484.1.1,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/77953981780,,2484.0,1.0,24.0,24,1.5,24,1,16,,,
5,D.I. Cartwright,Descriptions of 2 new genera and 13 new species of caddisflies from Australia (trichoptera: ecnomidae),2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77953941322&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77953941322&origin=inward,146,2026-01-04 11:53:35,Article,10.11646/zootaxa.2415.1.1,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/77953941322,,2415.0,1.0,21.0,5,0.31,5,1,16,,,
4,K.A. Johanson,Descriptions of five new species of Paduniella from Madagascar (Trichoptera: Psychomyiidae),2010,Zootaxa,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77954023885&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77954023885&origin=inward,149,2026-01-04 11:53:35,Article,10.11646/zootaxa.2338.1.5,1175-5326,https://api.elsevier.com/content/abstract/scopus_id/77954023885,,2338.0,54.0,62.0,4,0.25,4,1,16,,,
11,R. Mazzoni,"Diet and feeding daily rhythm of Pimelodella lateristriga (Osteichthyes, Siluriformes) in a coastal stream from Serra do Mar - RJ",2010,Brazilian Journal of Biology,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650602550&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78650602550&origin=inward,112,2026-01-04 11:53:35,Article,10.1590/s1519-69842010000500031,1519-6984,https://api.elsevier.com/content/abstract/scopus_id/78650602550,70.0,4.0,1123.0,1129.0,11,0.69,11,1,16,,,
2,P. Ivanković,"Diet and growth of the endemic Neretva chub, Squalius svallize from the Neretva river area, Bosnia and Herzegovina",2010,Folia Zoologica,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77951690395&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77951690395&origin=inward,173,2026-01-04 11:53:35,Article,10.25225/fozo.v59.i1.a8.2010,0139-7893,https://api.elsevier.com/content/abstract/scopus_id/77951690395,59.0,1.0,51.0,56.0,2,0.13,2,1,16,,,
22,M. Bonino,"Diet of Hydromedusa tectifera (Testudines-Chelidae) in a mountain stream of Córdoba province, Argentina",2010,Amphibia Reptilia,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=76749097650&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=76749097650&origin=inward,76,2026-01-04 11:53:35,Conference Paper,10.1163/156853809789647040,0173-5373,https://api.elsevier.com/content/abstract/scopus_id/76749097650,30.0,4.0,545.0,554.0,22,1.38,22,1,16,,,
49,C.A. Morrissey,Diet shifts during egg laying: Implications for measuring contaminants in bird eggs,2010,Environmental Pollution,,https://api.elsevier.com/content/article/eid/1-s2.0-S0269749109004424,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=74249086860&origin=inward,28,2026-01-04 11:53:35,Article,10.1016/j.envpol.2009.08.040,0269-7491,https://api.elsevier.com/content/abstract/scopus_id/74249086860,158.0,2.0,447.0,454.0,49,3.06,49,1,16,,,
30,K. Watanabe,Dispersal ability determines the genetic effects of habitat fragmentation in three species of aquatic insect,2010,Aquatic Conservation Marine and Freshwater Ecosystems,,https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957245110&origin=inward,https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957245110&origin=inward,52,2026-01-04 11:53:35,Article,10.1002/aqc.1124,1052-7613,https://api.elsevier.com/content/abstract/scopus_id/77957245110,20.0,5.0,574.0,579.0,30,1.88,30,1,16,,,
