Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
16,"L. Dominguez-Granda","Application of classification trees to determine biological and chemical indicators for river assessment: Case study in the Chaguana watershed (Ecuador)",2011,"Journal of Hydroinformatics","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959810441&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79959810441&origin=inward",91,"2026-01-04 11:54:28","Article","10.2166/hydro.2010.082","1464-7141","https://api.elsevier.com/content/abstract/scopus_id/79959810441",13,3,489,499,16,1.07,16,1,15,"","",""
18,"J. Hughes","Aquatic insects in Eastern Australia: A window on ecology and evolution of dispersal in streams",2011,"Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84869058335&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84869058335&origin=inward",82,"2026-01-04 11:54:28","Review","10.3390/insects2040447","2075-4450","https://api.elsevier.com/content/abstract/scopus_id/84869058335",2,4,447,461,18,1.20,18,1,15,"","",""
1,"J. Wongsanoon","Aquatic-insect-based biotic indices to assess water quality in klong pae, Rajjaprabha Dam, Surat Thani province 2008-2009",2011,"Chiang Mai Journal of Science","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80051721929&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80051721929&origin=inward",195,"2026-01-04 11:54:28","Article","","0125-2526","https://api.elsevier.com/content/abstract/scopus_id/80051721929",38,3,463,472,1,0.07,1,1,15,"","",""
28,"A. Lecerf","Assessing the functional importance of large-bodied invertebrates in experimental headwater streams",2011,"Oikos","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79956291142&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79956291142&origin=inward",51,"2026-01-04 11:54:28","Article","10.1111/j.1600-0706.2010.18942.x","0030-1299","https://api.elsevier.com/content/abstract/scopus_id/79956291142",120,6,950,960,28,1.87,28,1,15,"","",""
39,"J.A. Camargo","Assessing trout farm pollution by biological metrics and indices based on aquatic macrophytes and benthic macroinvertebrates: A case study",2011,"Ecological Indicators","","https://api.elsevier.com/content/article/eid/1-s2.0-S1470160X1000172X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78751569590&origin=inward",34,"2026-01-04 11:54:28","Article","10.1016/j.ecolind.2010.10.001","1470-160X","https://api.elsevier.com/content/abstract/scopus_id/78751569590",11,3,911,917,39,2.60,39,1,15,"","",""
2,"M. Lampart-Kałuzniacka","Assessment of degree of eutrophization of streams of lake trzesiecko based on biotic indicators",2011,"Rocznik Ochrona Srodowiska","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857399941&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857399941&origin=inward",182,"2026-01-04 11:54:28","Article","","1506-218X","https://api.elsevier.com/content/abstract/scopus_id/84857399941",13,1,1069,1080,2,0.13,2,1,15,"","",""
17,"A. Bio","Assessment of habitat and water quality of the Portuguese Febros River and one of its tributaries",2011,"Limnetica","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80955135552&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80955135552&origin=inward",84,"2026-01-04 11:54:28","Article","","0213-8409","https://api.elsevier.com/content/abstract/scopus_id/80955135552",30,1,103,116,17,1.13,17,1,15,"","",""
1,"K. Nukazawa","Benthic communities and genetic structure of caddisfly stenopsyche marmorata along a mountain stream fragmented by slit and unslit sabo dams",2011,"Wit Transactions on Ecology and the Environment","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84865559980&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84865559980&origin=inward",190,"2026-01-04 11:54:28","Article","10.2495/RM110231","1743-3541","https://api.elsevier.com/content/abstract/scopus_id/84865559980",146,,263,274,1,0.07,1,1,15,"","",""
39,"K. Lock","Benthic macroinvertebrates as indicators of the water quality in Bulgaria: A case-study in the Iskar river basin",2011,"Limnologica","","https://api.elsevier.com/content/article/eid/1-s2.0-S0075951111000156","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80054028702&origin=inward",32,"2026-01-04 11:54:28","Article","10.1016/j.limno.2011.03.002","0075-9511","https://api.elsevier.com/content/abstract/scopus_id/80054028702",41,4,334,338,39,2.60,39,1,15,"","",""
39,"I. Karaouzas","Bioassays and biochemical biomarkers for assessing olive mill and citrus processing wastewater toxicity",2011,"Environmental Toxicology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80355141962&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80355141962&origin=inward",35,"2026-01-04 11:54:28","Article","10.1002/tox.20606","1520-4081","https://api.elsevier.com/content/abstract/scopus_id/80355141962",26,6,669,676,39,2.60,39,1,15,"","",""
4,"T. Secca","Biochemical activity and multiple locations of particulate guanylate cyclase in Rhyacophila dorsalis acutidens (Insecta: Trichoptera) provide insights into the cGMP signalling pathway in Malpighian tubules",2011,"Journal of Insect Physiology","","https://api.elsevier.com/content/article/eid/1-s2.0-S0022191011000412","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952617169&origin=inward",169,"2026-01-04 11:54:28","Article","10.1016/j.jinsphys.2011.02.002","0022-1910","https://api.elsevier.com/content/abstract/scopus_id/79952617169",57,4,521,528,4,0.27,4,1,15,"","",""
6,"R.G. Storey","Biodiversity values of small headwater streams in contrasting land uses in the Auckland region",2011,"New Zealand Journal of Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79957803286&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79957803286&origin=inward",148,"2026-01-04 11:54:28","Article","10.1080/00288330.2011.555410","0028-8330","https://api.elsevier.com/content/abstract/scopus_id/79957803286",45,2,231,248,6,0.40,6,1,15,"","",""
36,"D.C. Houghton","Biological changes along the continuum of an agricultural stream: Influence of a small terrestrial preserve and use of adult caddisflies in biomonitoring",2011,"Journal of Freshwater Ecology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=83055164466&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=83055164466&origin=inward",39,"2026-01-04 11:54:28","Article","10.1080/02705060.2011.563513","0270-5060","https://api.elsevier.com/content/abstract/scopus_id/83055164466",26,3,381,397,36,2.40,36,1,15,"","",""
2,"E. Kolpakov","Biology of Volk's Sculpin Cottus volki (Cottidae) from the Serebryanka River (Central Primor'e)",2011,"Journal of Ichthyology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79954989682&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79954989682&origin=inward",180,"2026-01-04 11:54:28","Article","10.1134/S0032945211010085","0032-9452","https://api.elsevier.com/content/abstract/scopus_id/79954989682",51,2,178,186,2,0.13,2,1,15,"","",""
54,"L.N.S. Shama","Bottlenecks drive temporal and spatial genetic changes in alpine caddisfly metapopulations",2011,"BMC Evolutionary Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80053362587&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80053362587&origin=inward",23,"2026-01-04 11:54:28","Article","10.1186/1471-2148-11-278","1471-2148","https://api.elsevier.com/content/abstract/scopus_id/80053362587",11,1,,,54,3.60,54,1,15,"","",""
38,"D.J. Baird","Building freshwater macroinvertebrate DNA-barcode libraries from reference collection material: Formalin preservation vs specimen age",2011,"Journal of the North American Benthological Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952276097&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952276097&origin=inward",37,"2026-01-04 11:54:28","Article","10.1899/10-013.1","0887-3593","https://api.elsevier.com/content/abstract/scopus_id/79952276097",30,1,125,130,38,2.53,38,1,15,"","",""
25,"J. Törnblom","Catchment land cover as a proxy for macroinvertebrate assemblage structure in Carpathian Mountain streams",2011,"Hydrobiologia","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960563277&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960563277&origin=inward",59,"2026-01-04 11:54:28","Article","10.1007/s10750-011-0769-2","0018-8158","https://api.elsevier.com/content/abstract/scopus_id/79960563277",673,1,153,168,25,1.67,25,1,15,"","",""
10,"C.J. Bellucci","Characteristics of macroinvertebrate and fish communities from 30 least disturbed small streams in connecticut",2011,"Northeastern Naturalist","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=83455211469&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=83455211469&origin=inward",122,"2026-01-04 11:54:28","Article","10.1656/045.018.0402","1092-6194","https://api.elsevier.com/content/abstract/scopus_id/83455211469",18,4,411,444,10,0.67,10,1,15,"","",""
31,"T. Hesthagen","Chemical and biological recovery of Lake Saudlandsvatn, a formerly highly acidified lake in southernmost Norway, in response to decreased acid deposition",2011,"Science of the Total Environment","","https://api.elsevier.com/content/article/eid/1-s2.0-S0048969711003834","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79958793798&origin=inward",42,"2026-01-04 11:54:28","Article","10.1016/j.scitotenv.2011.04.026","0048-9697","https://api.elsevier.com/content/abstract/scopus_id/79958793798",409,15,2908,2916,31,2.07,31,1,15,"","",""
57,"M.T. Suriano","Choice of macroinvertebrate metrics to evaluate stream conditions in Atlantic Forest, Brazil",2011,"Environmental Monitoring and Assessment","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79952449027&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79952449027&origin=inward",21,"2026-01-04 11:54:28","Article","10.1007/s10661-010-1495-3","0167-6369","https://api.elsevier.com/content/abstract/scopus_id/79952449027",175,1,87,101,57,3.80,57,1,15,"","",""
7,"I. Shin","Colonization and community changes in benthic macroinvertebrates in Cheonggye Stream, a restored downtown stream in Seoul, Korea",2011,"Journal of Ecology and Field Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960302871&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960302871&origin=inward",139,"2026-01-04 11:54:28","Article","10.5141/JEFB.2011.020","1975-020X","https://api.elsevier.com/content/abstract/scopus_id/79960302871",34,2,175,191,7,0.47,7,1,15,"","",""
11,"S.M. Nelson","Comparisons of Macrophyte Breakdown, Associated Plant Chemistry, and Macroinvertebrates in a Wastewater Dominated Stream",2011,"International Review of Hydrobiology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79951749468&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79951749468&origin=inward",118,"2026-01-04 11:54:28","Article","10.1002/iroh.201011314","1434-2944","https://api.elsevier.com/content/abstract/scopus_id/79951749468",96,1,72,89,11,0.73,11,1,15,"","",""
308,"R.J. Stewart","Complex coacervates as a foundation for synthetic underwater adhesives",2011,"Advances in Colloid and Interface Science","","https://api.elsevier.com/content/article/eid/1-s2.0-S000186861000196X","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80052427057&origin=inward",3,"2026-01-04 11:54:28","Article","10.1016/j.cis.2010.10.009","0001-8686","https://api.elsevier.com/content/abstract/scopus_id/80052427057",167,1,85,93,308,20.53,308,1,15,"","",""
39,"A. Wahizatul","Composition and distribution of aquatic insect communities in relation to water quality in two freshwater streams of Hulu Terengganu, Terengganu",2011,"Journal of Sustainability Science and Management","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79958791308&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79958791308&origin=inward",33,"2026-01-04 11:54:28","Article","","1823-8556","https://api.elsevier.com/content/abstract/scopus_id/79958791308",6,1,148,155,39,2.60,39,1,15,"","",""
15,"M.C. Sabando","Contrasting population genetic structure of two widespread aquatic insects in the Chilean high-slope rivers",2011,"Marine and Freshwater Research","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79551496701&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79551496701&origin=inward",93,"2026-01-04 11:54:28","Article","10.1071/MF10105","1323-1650","https://api.elsevier.com/content/abstract/scopus_id/79551496701",62,1,1,10,15,1.00,15,1,15,"","",""
11,"M. Weinländer","Crayfish as trophic agents: Effect of Austropotamobius torrentium on zoobenthos structure and function in small forest streams",2011,"Knowledge and Management of Aquatic Ecosystems","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84875625024&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84875625024&origin=inward",117,"2026-01-04 11:54:28","Article","10.1051/kmae/2011039","1961-9502","https://api.elsevier.com/content/abstract/scopus_id/84875625024",,401,,,11,0.73,11,1,15,"","",""
49,"T. Schmidt","Critical tissue residue approach linking accumulated metals in aquatic insects to population and community-level effects",2011,"Environmental Science and Technology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80051740625&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80051740625&origin=inward",26,"2026-01-04 11:54:28","Article","10.1021/es200215s","0013-936X","https://api.elsevier.com/content/abstract/scopus_id/80051740625",45,16,7004,7010,49,3.27,49,1,15,"","",""
4,"M. Djernæs","Derived morphology in a basal moth: The uniquely specialized sternum V glands of Agathiphaga (Lepidoptera: Agathiphagidae)",2011,"Arthropod Structure and Development","","https://api.elsevier.com/content/article/eid/1-s2.0-S1467803911000661","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=81255134370&origin=inward",166,"2026-01-04 11:54:28","Article","10.1016/j.asd.2011.06.001","1467-8039","https://api.elsevier.com/content/abstract/scopus_id/81255134370",40,6,559,569,4,0.27,4,1,15,"","",""
3,"J. Oláh","Description of a new endemic genus of trichoptera from Madagascar (Odontoceridae)",2011,"Acta Zoologica Academiae Scientiarum Hungaricae","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960126368&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960126368&origin=inward",174,"2026-01-04 11:54:28","Article","","1217-8837","https://api.elsevier.com/content/abstract/scopus_id/79960126368",57,2,117,129,3,0.20,3,1,15,"","",""
19,"I. Vučković","Description of the female and new data on the distribution of Annitella apfelbecki Klapálek, 1899 (Insecta: Trichoptera)",2011,"Aquatic Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84858009548&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84858009548&origin=inward",77,"2026-01-04 11:54:28","Article","10.1080/01650424.2011.641181","0165-0424","https://api.elsevier.com/content/abstract/scopus_id/84858009548",33,4,381,389,19,1.27,19,1,15,"","",""
3,"I.C. Stocks","Description of the female of Parapsyche cardis Ross (Hydropsychidae: Arctopsychinae) and a revised key to the genera of Hydropsychidae (Trichoptera: Annulipalpia) of the southeastern United States, using wing characters",2011,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79955527232&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79955527232&origin=inward",170,"2026-01-04 11:54:28","Article","10.11646/zootaxa.2831.1.2","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/79955527232",,2831,23,38,3,0.20,3,1,15,"","",""
6,"J. Waringer","Description of the larvae of Limnephilus femoratus (Zetterstedt, 1840) and Limnephilus subnitidus McLachlan, 1875, with additional notes on Limnephilus picturatus McLachlan, 1875 (Trichoptera: Limnephilidae)",2011,"Aquatic Insects","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84858030888&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84858030888&origin=inward",150,"2026-01-04 11:54:28","Article","10.1080/01650424.2011.640335","0165-0424","https://api.elsevier.com/content/abstract/scopus_id/84858030888",33,4,371,380,6,0.40,6,1,15,"","",""
6,"J. Waringer","Description of the larval stage of Drusus mixtus (Pictet, 1834) (Trichoptera: Limnephilidae: Drusinae) with notes on its ecology and zoogeography",2011,"Limnologica","","https://api.elsevier.com/content/article/eid/1-s2.0-S0075951110000794","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79957613659&origin=inward",145,"2026-01-04 11:54:28","Article","10.1016/j.limno.2010.10.006","0075-9511","https://api.elsevier.com/content/abstract/scopus_id/79957613659",41,3,249,255,6,0.40,6,1,15,"","",""
3,"D.I. Cartwright","Descriptions of Neboissomina, new genus and 6 new species of Ecnomidae from Australia (Trichoptera)",2011,"Zootaxa","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78651356888&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78651356888&origin=inward",177,"2026-01-04 11:54:28","Article","10.11646/zootaxa.2736.1.2","1175-5326","https://api.elsevier.com/content/abstract/scopus_id/78651356888",,2736,17,30,3,0.20,3,1,15,"","",""
66,"W. Ferreira","Development of a benthic multimetric index for biomonitoring of a neotropical watershed",2011,"Brazilian Journal of Biology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79953208078&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79953208078&origin=inward",15,"2026-01-04 11:54:28","Article","10.1590/S1519-69842011000100005","1519-6984","https://api.elsevier.com/content/abstract/scopus_id/79953208078",71,1,15,25,66,4.40,66,1,15,"","",""
2,"N. Moya","Development of a multimetric index based on aquatic macroinvertebrates to assess the biological integrity in streams of the Bolivian inter-Andean valleys",2011,"Ecologia Austral","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961236995&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79961236995&origin=inward",183,"2026-01-04 11:54:28","Article","","0327-5477","https://api.elsevier.com/content/abstract/scopus_id/79961236995",21,2,135,147,2,0.13,2,1,15,"","",""
38,"B. Weigel","Development, validation, and application of a macroinvertebrate-based Index of Biotic Integrity for nonwadeable rivers of Wisconsin",2011,"Journal of the North American Benthological Society","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960234362&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960234362&origin=inward",38,"2026-01-04 11:54:28","Article","10.1899/10-161.1","0887-3593","https://api.elsevier.com/content/abstract/scopus_id/79960234362",30,3,665,679,38,2.53,38,1,15,"","",""
